KIC;Kpmag;QLen;DLen;numax;e_numax;Delnu;e_Delnu;A;e_A;Width;e_Width;Gran;e_Gran;Teff;e_Teff;logg;e_log(g);[Fe/H];e_[Fe/H];NoCorM;e_NoCorM;NoCorR;e_NoCorR;RGBcorM;e_RGBcorM;RGBcorR;e_RGBcorR;ClcorM;e_ClcorM;ClcorR;e_ClcorR;Phase;M17;Simbad;_RA;_DE
 8949009;13.740; 9; 714.90; 32.97; 0.75; 4.097; 0.024;104.3;  5.6; 12.2; 1.1;   2597.6;   445.2;5023;157; 2.436; 0.013;-0.77; 0.30; 1.16; 0.11;10.82; 0.36; 1.08; 0.10;10.42; 0.34; 1.19; 0.11;10.95; 0.36;1;M17;Simbad;290.4114700;+45.2455900
 8949653;11.860;18;1318.00; 18.10; 0.48; 2.516; 0.013;208.8; 12.8;  7.5; 0.8;  18198.4;  1225.3;4338; 80; 2.144; 0.013;-0.06; 0.15; 1.09; 0.10;14.64; 0.48; 0.93; 0.09;13.52; 0.44; 1.06; 0.10;14.45; 0.48;1;M17;Simbad;290.6391900;+45.2229611
 8949818;12.480; 9; 642.10; 45.26; 0.84; 4.975; 0.018; 89.0;  4.2; 18.9; 1.8;   1895.8;   117.2;4570; 80; 2.553; 0.010;-0.17; 0.15; 1.20; 0.09; 9.61; 0.25; 1.05; 0.08; 8.96; 0.23; 1.18; 0.09; 9.52; 0.25;1;M17;Simbad;290.6991300;+45.2104419
 8949937;13.600; 6; 457.80; 35.61; 1.38; 4.327; 0.056;100.8;  4.1; 16.3; 2.1;   2820.2;   214.1;5054;158; 2.471; 0.019;-0.19; 0.30; 1.19; 0.17;10.51; 0.54; 1.18; 0.17;10.48; 0.54; 1.20; 0.17;10.54; 0.54;2;M17;Simbad;290.7390700;+45.2025300
 8949943;13.470;17;1308.60;166.54; 1.58;12.919; 0.023; 31.8;  1.7; 52.5; 5.3;     39.0;     8.3;5214;159; 3.147; 0.009;-0.18; 0.30; 1.61; 0.10; 5.60; 0.13; 1.63; 0.11; 5.64; 0.13; 1.64; 0.11; 5.67; 0.13;1;M17;Simbad;290.7406000;+45.2906419
 8950187;12.200;15;1138.90; 31.66; 0.64; 3.907; 0.041;129.2;  5.4; 13.7; 1.0;   4700.7;   322.1;4746;139; 2.406; 0.012; 0.21; 0.30; 1.14; 0.11;11.10; 0.40; 1.09; 0.10;10.83; 0.38; 1.15; 0.11;11.12; 0.40;2;M17;Simbad;290.8326700;+45.2601200
 8950757;12.710;17;1292.20; 50.11; 2.07; 4.933; 0.074; 41.4;  3.8; 24.9; 4.2;   1144.9;   149.1;4887; 80; 2.612; 0.019; 0.09; 0.15; 1.87; 0.27;11.19; 0.60; 1.78; 0.26;10.92; 0.58; 1.91; 0.28;11.32; 0.61;2;M17;Simbad;291.0430900;+45.2201611
 8951178;11.480;18;1318.00;108.49; 2.08; 8.446; 0.024; 23.3;  1.5; 43.1; 4.3;    117.8;    22.6;5046; 80; 2.954; 0.010;-0.06; 0.15; 2.31; 0.17; 8.40; 0.22; 2.31; 0.17; 8.39; 0.22; 2.41; 0.18; 8.57; 0.22;1;M17;Simbad;291.1905200;+45.2176900
 8951252;10.130;18;1318.00; 50.82; 1.39; 4.696; 0.031; 40.4;  2.3; 20.1; 2.2;    679.5;    39.7;4972; 80; 2.622; 0.013;-0.06; 0.15; 2.43; 0.24;12.63; 0.44; 2.41; 0.23;12.55; 0.43; 2.50; 0.24;12.79; 0.44;2;M17;Simbad;291.2196400;+45.2864300
 8951369;13.570; 8; 557.50; 35.30; 0.46; 4.133; 0.043;110.4;  4.4; 15.5; 1.4;   3059.4;   272.5;4943;155; 2.462; 0.010; 0.04; 0.30; 1.35; 0.11;11.29; 0.37; 1.31; 0.11;11.15; 0.36; 1.36; 0.11;11.36; 0.37;2;M17;Simbad;291.2616000;+45.2750511
 8951614;13.630;17;1308.60; 28.49; 0.68; 3.764; 0.036;132.7;  6.3; 11.1; 1.1;   7540.9;   532.7;4867;144; 2.366; 0.013;-0.24; 0.30; 1.01; 0.10;10.90; 0.40; 0.95; 0.09;10.58; 0.39; 1.01; 0.10;10.92; 0.40;2;M17;Simbad;291.3500100;+45.2827911
 8952278;12.970; 8; 557.50; 45.40; 0.41; 4.774; 0.020; 93.5;  5.2; 14.9; 1.1;   1912.7;   127.2;4681; 80; 2.560; 0.007;-0.13; 0.15; 1.48; 0.08;10.59; 0.22; 1.32; 0.07;10.01; 0.20; 1.48; 0.08;10.57; 0.22;1;M17;Simbad;291.5934400;+45.2521211
 8952952;13.390;16;1221.20; 12.85; 0.35; 1.722; 0.023;157.3; 10.0;  5.0; 0.8;  23555.0;  1942.5;4625; 80; 2.009; 0.013;-0.43; 0.15; 1.95; 0.21;22.90; 0.95; 1.75; 0.19;21.69; 0.89; 1.90; 0.20;22.60; 0.94;1;M17;Simbad;291.8085000;+45.2103689
 8953164;13.170;18;1318.00;113.02; 0.75; 9.853; 0.015; 64.7;  2.6; 32.5; 1.1;    314.8;    63.0;4664; 80; 2.955; 0.006; 0.35; 0.15; 1.25; 0.06; 6.18; 0.11; 1.17; 0.06; 5.97; 0.11; 1.25; 0.06; 6.18; 0.11;1;M17;Simbad;291.8852500;+45.2221411
 8955590;15.780; 8; 687.80; 43.57; 0.59; 5.023; 0.025;100.7;  6.9; 15.0; 1.2;   1496.9;   562.8;4775;139; 2.546; 0.010;-0.31; 0.30; 1.10; 0.08; 9.27; 0.24; 0.98; 0.07; 8.75; 0.23; 1.09; 0.08; 9.23; 0.24;2;M17;Simbad;292.8174400;+45.2526281
 8955683;11.210;18;1317.80; 48.57; 1.80; 4.759; 0.036; 44.4;  2.0; 19.6; 1.0;    970.3;    38.4;4912; 80; 2.599; 0.017;-0.04; 0.15; 1.98; 0.24;11.68; 0.50; 1.88; 0.23;11.39; 0.49; 2.03; 0.25;11.83; 0.51;1;M17;Simbad;292.8492400;+45.2615811
 8955699;12.700;14;1052.70; 30.23; 0.61; 3.910; 0.127;134.6;  5.5; 11.8; 1.0;   5516.9;   362.3;5179;155; 2.405; 0.012; 0.09; 0.30; 1.13; 0.18;11.06; 0.79; 1.19; 0.19;11.33; 0.81; 1.14; 0.18;11.09; 0.79;2;M17;Simbad;292.8557700;+45.2818411
 8955709;15.880;13;1014.90; 64.24; 1.17; 6.280; 0.020;103.3;  5.8; 30.6; 2.3;    409.7;    98.6;4496;127; 2.702; 0.011;-0.01; 0.30; 1.32; 0.10; 8.49; 0.24; 1.16; 0.09; 7.95; 0.22; 1.30; 0.10; 8.43; 0.23;1;M17;Simbad;292.8598000;+45.2057911
 8955816;15.880;17;1308.30; 79.80; 0.96; 7.522; 0.025; 68.8;  4.0; 26.8; 4.0;    140.1;    46.7;4715;135; 2.806; 0.009;-0.11; 0.30; 1.32; 0.09; 7.53; 0.18; 1.19; 0.08; 7.13; 0.17; 1.32; 0.09; 7.53; 0.18;1;M17;Simbad;292.8999600;+45.2017900
 8955894;12.330;17;1292.00; 26.23; 0.56; 3.501; 0.065;151.9;  6.4; 11.1; 1.1;   8124.4;   483.6;4878;141; 2.330; 0.012;-0.05; 0.30; 1.05; 0.12;11.61; 0.55; 1.02; 0.12;11.46; 0.54; 1.06; 0.12;11.64; 0.55;2;M17;Simbad;292.9268500;+45.2167281
 8955908;15.430;17;1308.30; 35.25; 0.51; 4.279; 0.011;124.7;  7.2; 12.7; 1.1;   1276.7;   758.1;4573;129; 2.445; 0.010;-0.18; 0.30; 1.04; 0.07;10.12; 0.25; 0.90; 0.06; 9.41; 0.23; 1.02; 0.07;10.02; 0.25;1;M17;Simbad;292.9332300;+45.2969089
 8955962;15.060;17;1308.30;124.35; 0.99;10.630; 0.025; 58.8;  3.1; 38.0; 4.0;    107.5;    32.0;4660;152; 2.996; 0.009;-0.88; 0.30; 1.23; 0.08; 5.84; 0.14; 1.04; 0.07; 5.36; 0.12; 1.15; 0.08; 5.64; 0.13;1;M17;Simbad;292.9558400;+45.2630881
 8956118;15.250;17;1308.30; 27.61; 0.94; 3.582; 0.051;125.4;  6.6; 11.7; 1.3;   6190.3;   569.0;4994;179; 2.358; 0.017; 0.21; 0.30; 1.16; 0.16;11.82; 0.59; 1.19; 0.16;11.96; 0.60; 1.16; 0.16;11.84; 0.59;2;M17;Simbad;293.0214500;+45.2996900
 8956458;15.280;17;1308.30; 47.25; 0.77; 5.013; 0.015;101.6;  6.1; 14.8; 1.1;   2240.5;   398.2;4766;137; 2.581; 0.010;-0.19; 0.30; 1.41; 0.11;10.09; 0.27; 1.27; 0.10; 9.56; 0.25; 1.42; 0.11;10.11; 0.27;1;M17;Simbad;293.1474300;+45.2588811
 8956521;13.870;16;1275.90; 40.54; 0.85; 4.316; 0.046; 66.5;  2.6; 17.6; 1.5;   1364.0;   118.9;4866;170; 2.519; 0.013;-0.26; 0.30; 1.68; 0.17;11.80; 0.44; 1.54; 0.15;11.30; 0.42; 1.70; 0.17;11.89; 0.45;2;M17;Simbad;293.1760300;+45.2626339
 8956534;13.770;17;1308.30; 95.00; 2.11; 7.896; 0.032; 24.5;  1.9; 39.5; 9.5;     83.6;    20.0;5264;167; 2.906; 0.013;-0.36; 0.30; 2.17; 0.20; 8.59; 0.27; 2.24; 0.20; 8.74; 0.28; 2.29; 0.21; 8.84; 0.28;2;M17;Simbad;293.1796000;+45.2294500
 8957055;13.570;18;1317.80;161.95; 1.06;13.100; 0.025; 38.8;  1.8; 48.4; 4.5;     51.2;    10.7;5193;158; 3.134; 0.008;-0.10; 0.30; 1.39; 0.09; 5.29; 0.12; 1.42; 0.09; 5.35; 0.12; 1.41; 0.09; 5.33; 0.12;1;M17;Simbad;293.3618200;+45.2379300
 8957480;12.510; 9; 642.10; 49.14; 0.44; 5.247; 0.013; 98.8;  4.4; 15.4; 0.7;   1371.0;    74.7;4716; 80; 2.596; 0.007;-0.13; 0.15; 1.30; 0.07; 9.53; 0.19; 1.17; 0.06; 9.02; 0.17; 1.30; 0.07; 9.52; 0.18;1;M17;Simbad;293.5179400;+45.2705500
 8957543;11.750; 7; 548.10; 37.15; 1.05; 4.010; 0.036; 81.5;  3.3; 16.6; 2.3;   2640.3;   145.6;4708;100; 2.474; 0.014; 0.35; 0.15; 1.65; 0.17;12.32; 0.47; 1.54; 0.16;11.92; 0.45; 1.67; 0.17;12.40; 0.47;2;M17;Simbad;293.5384200;+45.2024989
 8957693;12.780;18;1317.80;137.23; 0.96;10.839; 0.018; 39.4;  1.3; 43.8; 2.1;     80.5;    13.1;4931; 80; 3.051; 0.006; 0.03; 0.15; 1.67; 0.08; 6.37; 0.11; 1.60; 0.08; 6.24; 0.11; 1.70; 0.08; 6.43; 0.12;1;M17;Simbad;293.5932600;+45.2090300
 8957928;12.790; 8; 557.50; 34.33; 0.67; 4.079; 0.039;119.2;  4.5; 15.1; 1.7;   3584.4;   217.0;4727; 80; 2.440; 0.010; 0.19; 0.15; 1.22; 0.10;11.02; 0.35; 1.15; 0.09;10.68; 0.34; 1.23; 0.10;11.06; 0.35;2;M17;Simbad;293.6754200;+45.2825511
 8957944;12.010;18;1317.80;113.52; 1.01; 9.484; 0.016; 43.3;  1.6; 37.6; 1.6;    102.7;    28.7;4899; 80; 2.967; 0.007; 0.03; 0.15; 1.59; 0.08; 6.86; 0.13; 1.52; 0.08; 6.70; 0.13; 1.62; 0.08; 6.91; 0.13;1;M17;Simbad;293.6827700;+45.2233700
 8958046;13.800; 7; 548.10; 25.54; 0.37; 3.121; 0.015;138.2;  6.0;  9.8; 0.8;   4626.6;   461.3;4749;144; 2.313; 0.010;-0.40; 0.30; 1.48; 0.11;14.04; 0.38; 1.30; 0.10;13.18; 0.35; 1.45; 0.11;13.92; 0.38;1;M17;Simbad;293.7116400;+45.2758600
 8958065;12.870;18;1317.80; 64.93; 0.47; 6.360; 0.016; 68.7;  3.3; 17.5; 1.2;   1041.5;    55.4;4802; 80; 2.720; 0.006;-0.14; 0.15; 1.43; 0.07; 8.64; 0.16; 1.31; 0.07; 8.26; 0.15; 1.45; 0.07; 8.69; 0.16;1;M17;Simbad;293.7185100;+45.2151111
 8958073;13.950;17;1308.30;106.99; 0.66; 9.431; 0.012; 69.5;  2.5; 30.9; 1.3;    138.3;    21.9;4837;142; 2.939; 0.008;-0.27; 0.30; 1.34; 0.08; 6.50; 0.14; 1.22; 0.07; 6.20; 0.13; 1.35; 0.08; 6.53; 0.14;1;M17;Simbad;293.7209800;+45.2982100
 8958181;13.630; 7; 548.10; 48.42; 1.41; 4.594; 0.040; 49.8;  1.9; 22.0; 1.4;    771.8;    56.1;5158;168; 2.609; 0.015;-0.12; 0.30; 2.43; 0.27;12.81; 0.52; 2.51; 0.28;13.02; 0.52; 2.54; 0.29;13.11; 0.53;2;M17;Simbad;293.7583600;+45.2242089
 8958208;13.980;16;1275.90; 15.44; 0.47; 2.090; 0.017;225.1; 14.4;  6.5; 0.9;  22804.5;  1571.7;4415;154; 2.078; 0.016; 0.04; 0.30; 1.45; 0.17;18.25; 0.75; 1.28; 0.15;17.12; 0.70; 1.43; 0.17;18.12; 0.74;0;M17;Simbad;293.7689500;+45.2021750
 8958735; 9.430; 4; 206.30; 31.40; 1.33; 4.004; 0.120;104.2; 13.2; 12.0; 2.3;   4452.6;   569.6;4902;145; 2.409; 0.020; 0.16; 0.30; 1.06; 0.20;10.66; 0.81; 1.07; 0.20;10.70; 0.82; 1.07; 0.20;10.67; 0.81;2;M17;Simbad;293.9436000;+45.2908711
 8958925;13.220; 6; 453.60; 31.12; 0.58; 3.852; 0.124;111.4;  6.0; 14.0; 2.1;   4311.2;   375.3;5035;160; 2.411; 0.012;-0.26; 0.30; 1.26; 0.19;11.57; 0.81; 1.22; 0.19;11.41; 0.80; 1.28; 0.20;11.65; 0.82;2;M17;Simbad;294.0028100;+45.2939911
 8959259;11.840;18;1317.80; 75.01; 0.77; 6.843; 0.011; 60.8;  2.3; 25.9; 1.3;    554.5;    27.7;4723;100; 2.780; 0.008; 0.36; 0.15; 1.61; 0.09; 8.56; 0.18; 1.51; 0.09; 8.30; 0.17; 1.63; 0.09; 8.61; 0.18;1;M17;Simbad;294.0941200;+45.2831689
 8959538;12.210;15;1138.70; 32.48; 0.96; 3.915; 0.041;138.2;  8.4; 14.4; 1.6;   5169.9;  1174.1;4602; 80; 2.410; 0.014; 0.33; 0.15; 1.17; 0.13;11.17; 0.45; 1.08; 0.12;10.72; 0.42; 1.17; 0.13;11.16; 0.45;2;M17;Simbad;294.1780400;+45.2316089
 8960083;12.220;18;1317.80;100.56; 0.58; 8.477; 0.017; 48.6;  1.7; 30.1; 1.4;    205.2;    31.5;4873; 80; 2.914; 0.006; 0.01; 0.15; 1.72; 0.08; 7.59; 0.14; 1.63; 0.08; 7.38; 0.13; 1.76; 0.08; 7.68; 0.14;1;M17;Simbad;294.3401200;+45.2000500
 8960713;13.540; 6; 380.80; 23.54; 0.59; 3.166; 0.021;138.6;  7.8;  9.7; 1.6;   6405.1;   567.1;4853;152; 2.282; 0.014;-0.44; 0.30; 1.13; 0.11;12.71; 0.45; 1.01; 0.10;12.04; 0.42; 1.13; 0.11;12.71; 0.45;2;M17;Simbad;294.5230100;+45.2664411
 8961152;12.730; 7; 467.30; 34.92; 0.40; 3.998; 0.011;142.2;  6.1; 12.8; 0.9;   2517.1;   336.3;4536; 80; 2.439; 0.008; 0.10; 0.15; 1.31; 0.07;11.44; 0.24; 1.16; 0.07;10.77; 0.22; 1.31; 0.07;11.42; 0.24;1;M17;Simbad;294.6704100;+45.2308011
 8962109;12.720;18;1318.00;137.33; 0.87;11.905; 0.021; 48.6;  1.8; 40.3; 1.6;     88.5;    19.1;4850; 80; 3.048; 0.006;-0.27; 0.15; 1.12; 0.05; 5.24; 0.09; 1.03; 0.05; 5.03; 0.09; 1.12; 0.05; 5.25; 0.09;1;M17;Simbad;294.9787300;+45.2999919
 8962844;11.740;18;1318.00; 41.54; 0.73; 4.561; 0.021; 89.4;  3.6; 17.2; 1.4;   1971.4;    97.3;4974;100; 2.534; 0.010; 0.07; 0.15; 1.49; 0.11;10.94; 0.29; 1.46; 0.11;10.82; 0.29; 1.51; 0.11;11.02; 0.29;2;M17;Simbad;295.2158500;+45.2198600
 8962923;11.120;18;1318.00; 81.25; 0.77; 6.940; 0.039; 40.9;  1.1; 29.4; 1.4;    269.8;    14.6;5229;100; 2.836; 0.007;-0.10; 0.15; 2.25; 0.13; 9.48; 0.21; 2.35; 0.14; 9.70; 0.22; 2.35; 0.14; 9.69; 0.22;2;M17;Simbad;295.2368800;+45.2680700
 8963953;13.590; 8; 557.60; 55.22; 0.94; 5.531; 0.013; 83.2;  3.9; 20.3; 1.5;   1160.0;    62.6;4844;149; 2.652; 0.011;-0.05; 0.30; 1.56; 0.12; 9.76; 0.27; 1.45; 0.11; 9.43; 0.26; 1.58; 0.12; 9.83; 0.27;1;M17;Simbad;295.5450700;+45.2963411
 8963972;12.350;17;1235.70; 31.85; 0.70; 3.818; 0.018;126.3;  5.0; 14.0; 1.5;   4815.1;   273.3;4647; 80; 2.404; 0.011; 0.19; 0.15; 1.24; 0.10;11.57; 0.34; 1.13; 0.09;11.08; 0.32; 1.25; 0.10;11.61; 0.34;2;M17;Simbad;295.5495600;+45.2788389
 8964218;11.580;16;1209.90; 31.34; 0.42; 3.584; 0.014;141.7;  8.5; 11.8; 1.1;   4814.6;   256.4;4491;100; 2.390; 0.009; 0.37; 0.15; 1.44; 0.09;12.71; 0.30; 1.30; 0.08;12.04; 0.28; 1.44; 0.09;12.70; 0.30;1;M17;Simbad;295.6192900;+45.2577781
 8964502;13.640;10; 777.20; 48.95; 0.89; 4.937; 0.017; 69.1;  3.0; 18.3; 1.4;   1337.9;    68.3;4881;149; 2.601; 0.011;-0.09; 0.30; 1.73; 0.14;10.91; 0.31; 1.62; 0.13;10.55; 0.30; 1.77; 0.14;11.03; 0.31;1;M17;Simbad;295.7013200;+45.2569689
 8971387;12.670;16;1221.40;100.19; 2.65; 7.958; 0.032; 24.5;  2.5; 46.5; 9.0;     86.1;    43.2;5091;167; 2.922; 0.014;-0.54; 0.30; 2.34; 0.24; 8.77; 0.31; 2.31; 0.23; 8.70; 0.31; 2.46; 0.25; 8.99; 0.32;2;M17;Simbad;297.5636000;+45.2663800
 8972013;11.010; 4; 206.40; 31.80; 0.88; 4.005; 0.291;130.2; 14.6; 11.7; 2.5;   4947.2;   547.1;4768;141; 2.409; 0.014;-0.16; 0.30; 1.06; 0.33;10.64; 1.59; 0.97; 0.29;10.16; 1.49; 1.06; 0.33;10.64; 1.59;2;M17;Simbad;297.7036400;+45.2002489
 8973228;13.070; 6; 380.80; 49.66; 0.68; 5.324; 0.017; 84.0;  5.3; 16.2; 1.2;   1321.7;   108.8;4696; 80; 2.599; 0.008;-0.01; 0.15; 1.26; 0.08; 9.33; 0.21; 1.14; 0.07; 8.88; 0.20; 1.27; 0.08; 9.36; 0.21;1;M17;Simbad;297.9390900;+45.2097589
 8973815;10.630;18;1318.20; 88.17; 0.68; 7.721; 0.014; 31.6;  1.3; 28.5; 1.9;    204.2;    11.7;4941; 80; 2.860; 0.007;-0.25; 0.15; 1.72; 0.09; 8.08; 0.15; 1.61; 0.08; 7.82; 0.14; 1.76; 0.09; 8.17; 0.15;1;M17;Simbad;298.0457800;+45.2915689
 8975442;12.070; 4; 206.40; 31.75; 0.59; 3.383; 0.131;125.3; 18.2;  8.6; 1.8;   5583.1;   643.0;4471;132; 2.394; 0.011;-0.17; 0.30; 1.88; 0.33;14.42; 1.19; 1.69; 0.29;13.68; 1.10; 1.85; 0.32;14.31; 1.17;1;M17;Simbad;298.4222700;+45.2585981
 8976283;10.590;18;1318.20;  5.86; 0.15; 0.931; 0.036;346.5; 45.2;  2.8; 0.6; 125511.8; 48056.9;4381; 80; 1.656; 0.013;-0.40; 0.15; 1.99; 0.36;34.75; 2.89; 1.85; 0.33;33.44; 2.74; 1.97; 0.35;34.53; 2.87;1;M17;Simbad;298.6414200;+45.2084500
 8978632;13.850;16;1276.30; 28.01; 0.90; 3.775; 0.058;116.5;  5.6; 12.0; 1.7;   5850.6;   348.1;4478;156; 2.340; 0.016; 0.08; 0.30; 0.83; 0.11;10.22; 0.51; 0.72; 0.09; 9.53; 0.47; 0.83; 0.11;10.21; 0.51;2;M17;Simbad;299.2973000;+45.2328150
 8979491;12.020; 8; 477.40; 29.53; 0.36; 3.632; 0.013;137.8;  5.9;  9.8; 0.9;   3388.8;   361.7;4440;133; 2.361; 0.009;-0.34; 0.30; 1.13; 0.08;11.59; 0.29; 0.96; 0.07;10.71; 0.27; 1.09; 0.08;11.39; 0.28;1;M17;Simbad;299.5460800;+45.2265819
 8979500;13.320;16;1221.40;169.80; 2.00;13.032; 0.016; 26.6;  1.8; 55.6; 8.0;     60.4;    10.7;4936; 80; 3.144; 0.008; 0.10; 0.15; 1.51; 0.09; 5.46; 0.11; 1.47; 0.08; 5.38; 0.11; 1.54; 0.09; 5.50; 0.11;1;M17;Simbad;299.5483400;+45.2836611
 8981783;13.230;14;1047.30;180.57; 1.05;13.960; 0.021; 43.3;  1.7; 51.2; 2.6;     46.0;     9.6;4836; 80; 3.166; 0.006; 0.24; 0.15; 1.34; 0.06; 5.01; 0.09; 1.30; 0.06; 4.92; 0.09; 1.35; 0.06; 5.03; 0.09;1;M17;Simbad;300.1571000;+45.2319981
 8981846;13.310;18;1318.20;198.84; 1.11;15.137; 0.048; 38.5;  1.6; 75.0;16.1;     19.8;    10.8;5066;168; 3.218; 0.009;-0.17; 0.30; 1.39; 0.09; 4.80; 0.11; 1.37; 0.09; 4.76; 0.11; 1.41; 0.09; 4.85; 0.11;1;M17;Simbad;300.1729700;+45.2551189
 8983847;13.296;17;1292.48;204.87; 2.16;16.441; 0.056;     ;     ;     ;    ;         ;        ;4903; 80; 3.224; 0.007; 0.28; 0.15; 1.04; 0.06; 4.12; 0.08; 1.06; 0.06; 4.17; 0.09; 1.04; 0.06; 4.12; 0.08;1;M17;Simbad;300.7028800;+45.2232511
 8984044;10.140;17;1235.90; 36.10; 1.02; 4.135; 0.031; 95.6;  4.2; 15.9; 1.2;   2570.5;   179.6;4727; 80; 2.462; 0.014; 0.10; 0.15; 1.34; 0.13;11.28; 0.41; 1.24; 0.12;10.84; 0.39; 1.36; 0.14;11.34; 0.41;2;M17;Simbad;300.7574500;+45.2712400
 8984255;13.840;16;1276.40;  6.90; 0.48; 1.135; 0.033;255.6; 29.5;  3.7; 0.7;  93023.1; 28402.8;4153;145; 1.715; 0.032;-0.08; 0.30; 1.36; 0.34;26.83; 2.51; 1.20; 0.29;25.15; 2.32; 1.33; 0.33;26.47; 2.47;0;M17;Simbad;300.8114900;+45.2422450
 8984355;12.530;18;1318.30;187.64; 0.90;14.370; 0.032; 41.2;  1.7; 49.4; 2.0;     46.4;     8.1;4831; 80; 3.183; 0.006; 0.29; 0.15; 1.34; 0.06; 4.91; 0.09; 1.30; 0.06; 4.83; 0.09; 1.35; 0.06; 4.92; 0.09;1;M17;Simbad;300.8387500;+45.2218700
 9001643;10.620;18;1317.60; 40.48; 1.07; 4.363; 0.044;111.0;  4.3; 16.5; 1.1;   2157.2;   128.1;4990;148; 2.524; 0.014; 0.01; 0.30; 1.66; 0.18;11.67; 0.46; 1.61; 0.17;11.49; 0.45; 1.69; 0.18;11.78; 0.46;2;M17;Simbad;282.8574200;+45.3986889
 9002344;11.630;18;1317.60; 43.58; 0.70; 4.397; 0.011; 68.9;  3.2; 16.8; 1.1;   1356.7;    57.4;4807;100; 2.547; 0.009;-0.09; 0.15; 1.90; 0.13;12.14; 0.30; 1.75; 0.12;11.66; 0.28; 1.92; 0.13;12.23; 0.30;1;M17;Simbad;283.2543300;+45.3037681
 9002408;13.710;15;1211.50; 51.42; 0.61; 5.490; 0.017; 95.9;  5.3; 16.4; 0.8;   1438.5;    72.5;4978;147; 2.627; 0.009;-0.09; 0.30; 1.35; 0.09; 9.35; 0.23; 1.31; 0.09; 9.22; 0.22; 1.37; 0.09; 9.42; 0.23;1;M17;Simbad;283.2866800;+45.3330500
 9002458;13.160; 9; 642.10; 27.75; 1.03; 3.750; 0.103;156.1;  8.1; 12.6; 1.7;   6915.2;   452.9;5102;153; 2.364; 0.018;-0.03; 0.30; 1.01; 0.17;10.95; 0.76; 1.05; 0.18;11.18; 0.78; 1.02; 0.17;10.98; 0.76;2;M17;Simbad;283.3084700;+45.3915789
 9002464;13.760;17;1308.20; 90.33; 0.75; 8.339; 0.015; 58.6;  2.5; 29.3; 1.4;    177.1;    56.6;5229;155; 2.882; 0.009;-0.19; 0.30; 1.48; 0.09; 7.30; 0.16; 1.51; 0.10; 7.38; 0.17; 1.52; 0.10; 7.38; 0.17;1;M17;Simbad;283.3118600;+45.3527111
 9002577;12.240; 8; 557.50; 10.80; 0.18; 1.661; 0.045;266.4; 16.5;  4.0; 1.0;  36784.7;  2953.6;4531; 80; 1.929; 0.009;-0.61; 0.15; 1.30; 0.17;20.48; 1.21; 1.12; 0.14;19.00; 1.09; 1.24; 0.16;20.01; 1.17;1;M17;Simbad;283.3703000;+45.3078689
 9002777; 9.870; 4; 206.30;  6.22; 0.36; 1.110; 0.069;504.9; 81.8;  2.9; 0.7; 128808.2; 25562.2;4303; 80; 1.678; 0.026;-0.21; 0.15; 1.15; 0.35;25.74; 3.55; 0.99; 0.29;23.82; 3.19; 1.11; 0.34;25.28; 3.46;1;M17;Simbad;283.4705800;+45.3590700
 9002805;11.090;18;1317.60; 68.55; 1.25; 5.897; 0.030; 31.5;  1.4; 24.9; 1.7;    387.2;    19.3;4985; 80; 2.752; 0.010; 0.01; 0.15; 2.41; 0.18;10.82; 0.29; 2.40; 0.17;10.79; 0.29; 2.47; 0.18;10.96; 0.29;2;M17;Simbad;283.4892300;+45.3078611
 9003096; 8.160;18;1317.60; 70.19; 1.10; 6.231; 0.058; 46.2;  2.1; 27.1; 1.9;    317.6;    59.7;5092;149; 2.767; 0.010;-0.04; 0.30; 2.14; 0.18;10.03; 0.32; 2.15; 0.18;10.03; 0.32; 2.22; 0.18;10.20; 0.32;2;M17;Simbad;283.6150200;+45.3585011
 9003765;11.480;18;1317.60; 59.64; 0.46; 6.042; 0.015; 94.4;  4.3; 18.8; 1.2;   1091.4;    44.6;4761;100; 2.682; 0.007; 0.04; 0.15; 1.34; 0.07; 8.76; 0.17; 1.25; 0.07; 8.43; 0.17; 1.36; 0.07; 8.81; 0.18;1;M17;Simbad;283.9250800;+45.3158189
 9004110;15.190;17;1308.20; 27.65; 1.08; 3.822; 0.094; 89.6;  7.8; 11.0; 3.5;   6632.6;   656.7;5386;159; 2.375; 0.019;-0.52; 0.30; 1.01; 0.16;10.80; 0.71; 1.06; 0.17;11.07; 0.74; 1.03; 0.17;10.91; 0.72;2;M17;Simbad;284.1126400;+45.3925400
 9004448;11.410;15;1138.60; 26.95; 0.43; 3.525; 0.021;158.0;  6.0; 11.3; 1.0;   7143.8;   385.0;4831;100; 2.340; 0.009; 0.13; 0.15; 1.09; 0.08;11.72; 0.31; 1.07; 0.08;11.58; 0.31; 1.10; 0.08;11.74; 0.31;2;M17;Simbad;284.3042300;+45.3854100
 9004818;11.160;17;1235.30; 73.56; 0.55; 6.625; 0.012; 50.7;  2.6; 21.6; 1.1;    693.2;    38.9;4783; 80; 2.774; 0.007; 0.15; 0.15; 1.76; 0.09; 9.01; 0.17; 1.65; 0.08; 8.72; 0.16; 1.80; 0.09; 9.11; 0.17;1;M17;Simbad;284.5097000;+45.3077889
